Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-02-26 00:00:00-05:00,42.02954466591953,42.754067088269856,41.99617857350796,42.653968811035156,152648800,0.0,0.0
2018-02-27 00:00:00-05:00,42.68494788380574,43.013841145526726,42.460916874008426,42.51573181152344,155712400,0.0,0.0
2018-02-28 00:00:00-05:00,42.7230818537854,43.04721115858147,42.43470427060014,42.451385498046875,151128400,0.0,0.0
2018-03-01 00:00:00-05:00,42.55149335881396,42.8470242622049,41.150113562436644,41.70780563354492,195208000,0.0,0.0
2018-03-02 00:00:00-05:00,41.18347433627269,42.017630341083525,41.10005728113897,41.99618148803711,153816000,0.0,0.0
2018-03-05 00:00:00-05:00,41.757847725091395,42.360823010304856,41.593399258827496,42.14155960083008,113605600,0.0,0.0
2018-03-06 00:00:00-05:00,42.40133525982505,42.4823666712874,41.97710770966217,42.105804443359375,95154000,0.0,0.0
2018-03-07 00:00:00-05:00,41.693497895379565,41.9103793132454,41.53381705133599,41.71494674682617,126814000,0.0,0.0
2018-03-08 00:00:00-05:00,41.82219459331073,42.21305608907508,41.72448194684312,42.17015838623047,95096400,0.0,0.0
2018-03-09 00:00:00-05:00,42.4132555068655,42.899447646744186,42.277405510401145,42.89468002319336,128740800,0.0,0.0
2018-03-12 00:00:00-04:00,42.96856916453103,43.469064260571336,42.94950594033326,43.309383392333984,128828400,0.0,0.0
2018-03-13 00:00:00-04:00,43.516719935289316,43.73360133787623,42.71831577131762,42.892295837402344,126774000,0.0,0.0
2018-03-14 00:00:00-04:00,42.97571094405687,43.02337626508748,42.3774997097355,42.52764892578125,117473600,0.0,0.0
2018-03-15 00:00:00-04:00,42.541949671019985,42.956645615655745,42.43946940899201,42.57769775390625,90975200,0.0,0.0
2018-03-16 00:00:00-04:00,42.57770067929792,42.68971619554584,42.33222079559663,42.427555084228516,157618800,0.0,0.0
2018-03-19 00:00:00-04:00,42.26072117788977,42.296469260316364,41.38843160037104,41.779293060302734,133787200,0.0,0.0
2018-03-20 00:00:00-04:00,41.76499938964843,42.13679404292504,41.69349957864183,41.76499938964844,78597600,0.0,0.0
2018-03-21 00:00:00-04:00,41.71732723252481,41.729244472885966,40.81643913801547,40.818824768066406,148219600,0.0,0.0
2018-03-22 00:00:00-04:00,40.5161437711339,41.154867115590015,40.18248286531819,40.2420654296875,165963200,0.0,0.0
2018-03-23 00:00:00-04:00,40.13243853421376,40.4970835974011,39.31019973754882,39.31019973754883,164115200,0.0,0.0
2018-03-26 00:00:00-04:00,40.05617507440939,41.25497618672747,39.667695523551,41.176326751708984,150164800,0.0,0.0
2018-03-27 00:00:00-04:00,41.39319659420569,41.74354235703559,39.78208539316158,40.120513916015625,163690400,0.0,0.0
2018-03-28 00:00:00-04:00,39.86074620044869,40.52092220809427,39.36978632088726,39.67723083496094,166674000,0.0,0.0
2018-03-29 00:00:00-04:00,39.99420253474076,40.93322439232677,39.77732111349498,39.98705291748047,153594000,0.0,0.0
2018-04-02 00:00:00-04:00,39.71535623717261,40.26351658811906,39.19817998519628,39.72488784790039,150347200,0.0,0.0
2018-04-03 00:00:00-04:00,39.95368334108878,40.218230066547314,39.295893154076424,40.13243103027344,121112000,0.0,0.0
2018-04-04 00:00:00-04:00,39.295905911392126,40.99519868866954,39.26968942966869,40.89986801147461,138422000,0.0,0.0
2018-04-05 00:00:00-04:00,41.13103491913911,41.52427837639149,41.01186979431949,41.183467864990234,107732800,0.0,0.0
2018-04-06 00:00:00-04:00,40.747329038033364,41.10720645849522,40.08715313161209,40.13005447387695,140021200,0.0,0.0
2018-04-09 00:00:00-04:00,40.487552827576216,41.25259105972836,40.480403209453804,40.52806854248047,116070800,0.0,0.0
2018-04-10 00:00:00-04:00,41.23113932203593,41.4694696071344,40.88079351201065,41.29072189331055,113634400,0.0,0.0
2018-04-11 00:00:00-04:00,41.047628173087425,41.45040697786772,40.92131340002557,41.097679138183594,89726400,0.0,0.0
2018-04-12 00:00:00-04:00,41.32885423599462,41.70779850389562,41.24066956053416,41.50283432006836,91557200,0.0,0.0
2018-04-13 00:00:00-04:00,41.655365117036666,41.90799462633279,41.433719707170546,41.64344787597656,100497200,0.0,0.0
2018-04-16 00:00:00-04:00,41.71495720737275,41.99142126189351,41.667291868883844,41.90324020385742,86313600,0.0,0.0
2018-04-17 00:00:00-04:00,42.06291768539299,42.6468262170711,42.04385082421334,42.47999572753906,106421600,0.0,0.0
2018-04-18 00:00:00-04:00,42.37750156744557,42.61821744964339,42.15585617845305,42.38465118408203,83018000,0.0,0.0
2018-04-19 00:00:00-04:00,41.412262868130554,41.80074233876447,41.15010177550597,41.183467864990234,139235200,0.0,0.0
2018-04-20 00:00:00-04:00,40.659142737116255,40.80690633069283,39.42697212521422,39.496089935302734,261964400,0.0,0.0
2018-04-23 00:00:00-04:00,39.76064289843512,39.78209175184136,39.107616591669434,39.38169860839844,146062000,0.0,0.0
2018-04-24 00:00:00-04:00,39.48417872921422,39.641477593490706,38.42360966546815,38.83353805541992,134768000,0.0,0.0
2018-04-25 00:00:00-04:00,38.75726669894535,39.42459217117056,38.70721937959143,39.00274658203125,113528400,0.0,0.0
2018-04-26 00:00:00-04:00,39.11476110040653,39.4984729644024,38.93601340543884,39.13859558105469,111852000,0.0,0.0
2018-04-27 00:00:00-04:00,39.08616120394773,39.16481062325384,38.28298942097879,38.685768127441406,142623200,0.0,0.0
2018-04-30 00:00:00-04:00,38.64048807385777,39.86311989348528,38.57137025862381,39.38645935058594,169709600,0.0,0.0
2018-05-01 00:00:00-04:00,39.66054197866839,40.32548184652364,39.38884561033821,40.30165100097656,214277600,0.0,0.0
2018-05-02 00:00:00-04:00,41.76260115889271,42.36319429885449,41.42179070842823,42.081966400146484,266157600,0.0,0.0
2018-05-03 00:00:00-04:00,41.91752521578829,42.30361905413795,41.57432907653038,42.15823745727539,136272800,0.0,0.0
2018-05-04 00:00:00-04:00,42.48236876013853,43.91235031728204,42.463301902980874,43.812252044677734,224805200,0.0,0.0
2018-05-07 00:00:00-04:00,44.13399067084208,44.72743425844419,44.031510416537905,44.12922668457031,169805600,0.0,0.0
