Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-02-26 00:00:00-05:00,89.0923530638712,90.08331240044487,88.95078538709463,90.05500030517578,30199800,0.0,0
2018-02-27 00:00:00-05:00,90.35698595551527,90.45136198354265,88.90357208251955,88.90357208251953,25869100,0.0,0
2018-02-28 00:00:00-05:00,89.50758024033806,90.32866674029498,88.36561383031932,88.49774169921875,31167300,0.0,0
2018-03-01 00:00:00-05:00,88.70537330120646,89.25276430140268,86.67625645594725,87.62947082519531,37135600,0.0,0
2018-03-02 00:00:00-05:00,86.43087985703599,87.91260569549213,85.75136099091593,87.81822967529297,32830400,0.0,0
2018-03-05 00:00:00-05:00,87.14815106298803,88.96963649527686,87.07265456042231,88.37506103515625,23901600,0.0,0
2018-03-06 00:00:00-05:00,89.03569844277904,89.17726608261948,87.71441967207964,88.07305145263672,22175800,0.0,0
2018-03-07 00:00:00-05:00,87.92204801687683,88.6581910764583,87.233089368554,88.58268737792969,26716100,0.0,0
2018-03-08 00:00:00-05:00,88.96963621021618,89.75297092531486,88.49774886865256,89.12064361572266,25887800,0.0,0
2018-03-09 00:00:00-05:00,89.9323114001633,91.11203002929688,89.65861581415257,91.11203002929688,36937300,0.0,0
2018-03-12 00:00:00-04:00,91.07427027010834,91.74434952928753,90.64013471629212,91.32908630371094,26073700,0.0,0
2018-03-13 00:00:00-04:00,91.54614922872085,91.77265314883653,88.68651293580999,89.10177612304688,35387800,0.0,0
2018-03-14 00:00:00-04:00,89.77183992679416,90.04553541686583,88.24292252721645,88.5732421875,32132000,0.0,0
2018-03-15 00:00:00-04:00,88.27125715040624,89.26222358470648,87.6106176611597,88.88471221923828,27611000,0.0,0
2018-03-16 00:00:00-04:00,89.35658585486385,90.01722524229663,88.63931509105879,89.28108215332031,49081300,0.0,0
2018-03-19 00:00:00-04:00,88.46944342898567,88.62045084584082,86.93109317203097,87.667236328125,33344100,0.0,0
2018-03-20 00:00:00-04:00,87.81824128708415,88.49775304262404,87.77104967053025,87.89373779296875,23075200,0.0,0
2018-03-21 00:00:00-04:00,87.70496910427059,88.76199919103584,87.02545027709495,87.2802734375,24457100,0.0,0
